id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,age_group
8710,User8710,18.0,Male,Tablet,Top,News,Night,0,18-24
5805,User5805,29.0,Female,Tablet,Bottom,News,Morning,0,25-44
8120,User8120,34.0,Male,Mobile,Side,Social Media,Evening,0,25-44
4290,User4290,40.5,Female,Tablet,Side,Shopping,Afternoon,0,25-44
8056,User8056,25.0,Male,Mobile,Top,Social Media,Afternoon,0,25-44
2392,User2392,62.0,Non-Binary,Tablet,Side,News,Evening,0,60+
2865,User2865,37.0,Female,Tablet,Bottom,Entertainment,Night,0,25-44
8994,User8994,34.0,Female,Mobile,Bottom,Entertainment,Morning,1,25-44
891,User891,43.0,Male,Tablet,Bottom,Social Media,Morning,0,25-44
2457,User2457,61.0,Male,Mobile,Top,Social Media,Evening,0,60+
1948,User1948,57.0,Male,Mobile,Top,Social Media,Evening,0,45-59
5525,User5525,39.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
2236,User2236,59.0,Male,Desktop,Bottom,News,Evening,0,45-59
488,User488,62.0,Male,Mobile,Side,Social Media,Night,0,60+
4592,User4592,41.0,Male,Tablet,Bottom,News,Night,0,25-44
1543,User1543,49.0,Non-Binary,Tablet,Top,News,Morning,0,45-59
9337,User9337,52.0,Non-Binary,Mobile,Top,Other,Evening,0,45-59
7041,User7041,40.0,Female,Tablet,Bottom,News,Afternoon,0,25-44
9185,User9185,43.0,Female,Mobile,Top,Social Media,Night,0,25-44
1587,User1587,45.0,Female,Tablet,Bottom,Other,Afternoon,0,45-59
79,User79,43.0,Male,Mobile,Top,Social Media,Morning,0,25-44
2499,User2499,50.0,Non-Binary,Tablet,Bottom,News,Evening,0,45-59
9977,User9977,57.0,Female,Mobile,Bottom,Social Media,Night,0,45-59
6395,User6395,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
661,User661,33.0,Male,Mobile,Side,Social Media,Night,0,25-44
8800,User8800,43.0,Male,Mobile,Bottom,Social Media,Evening,0,25-44
7249,User7249,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
5053,User5053,61.0,Female,Tablet,Side,Entertainment,Morning,1,60+
9239,User9239,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
929,User929,24.0,Female,Mobile,Top,Other,Night,0,18-24
9573,User9573,41.0,Male,Tablet,Top,News,Afternoon,0,25-44
1520,User1520,37.0,Female,Desktop,Top,Entertainment,Morning,0,25-44
2917,User2917,40.5,Male,Desktop,Top,Shopping,Night,0,25-44
1348,User1348,60.0,Female,Mobile,Top,Other,Afternoon,0,60+
2094,User2094,41.0,Non-Binary,Desktop,Bottom,News,Night,0,25-44
6328,User6328,43.0,Male,Mobile,Side,Social Media,Morning,0,25-44
3481,User3481,22.0,Male,Mobile,Top,Social Media,Evening,0,18-24
5280,User5280,41.0,Non-Binary,Desktop,Side,News,Afternoon,0,25-44
9064,User9064,41.0,Female,Mobile,Top,Entertainment,Night,1,25-44
5235,User5235,24.0,Male,Mobile,Top,Social Media,Afternoon,0,18-24
5495,User5495,41.0,Male,Mobile,Bottom,News,Afternoon,1,25-44
2767,User2767,43.5,Female,Tablet,Bottom,Other,Night,0,25-44
2290,User2290,41.0,Male,Tablet,Top,News,Evening,1,25-44
7006,User7006,41.0,Non-Binary,Desktop,Top,News,Afternoon,0,25-44
1754,User1754,25.0,Female,Tablet,Bottom,Other,Morning,0,25-44
4230,User4230,35.0,Female,Tablet,Top,Education,Evening,1,25-44
6536,User6536,60.0,Male,Desktop,Side,Education,Night,0,60+
5116,User5116,43.5,Female,Mobile,Side,Other,Evening,0,25-44
4360,User4360,26.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
3638,User3638,45.0,Female,Desktop,Top,News,Evening,0,45-59
3325,User3325,42.0,Male,Mobile,Bottom,Education,Morning,1,25-44
6519,User6519,48.0,Female,Desktop,Top,News,Afternoon,0,45-59
7120,User7120,41.0,Non-Binary,Desktop,Bottom,News,Morning,0,25-44
2432,User2432,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
7502,User7502,20.0,Non-Binary,Tablet,Bottom,News,Morning,0,18-24
8744,User8744,40.5,Male,Mobile,Bottom,Shopping,Night,0,25-44
5367,User5367,53.0,Male,Desktop,Top,Entertainment,Morning,0,45-59
361,User361,41.0,Male,Desktop,Top,News,Evening,0,25-44
8862,User8862,43.0,Male,Mobile,Side,Social Media,Afternoon,1,25-44
7999,User7999,24.0,Female,Mobile,Top,News,Afternoon,0,18-24
9463,User9463,43.5,Female,Mobile,Top,Other,Morning,0,25-44
9570,User9570,41.0,Female,Mobile,Side,News,Evening,0,25-44
7374,User7374,37.0,Male,Desktop,Top,Entertainment,Morning,0,25-44
8364,User8364,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
9376,User9376,37.0,Non-Binary,Tablet,Bottom,Other,Evening,0,25-44
4392,User4392,41.0,Male,Tablet,Top,News,Afternoon,0,25-44
1360,User1360,42.0,Male,Desktop,Bottom,Education,Evening,0,25-44
3081,User3081,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
5634,User5634,39.0,Non-Binary,Desktop,Top,News,Morning,0,25-44
5423,User5423,41.0,Non-Binary,Desktop,Bottom,News,Afternoon,0,25-44
6466,User6466,44.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
6981,User6981,60.0,Male,Mobile,Bottom,Social Media,Morning,0,60+
3355,User3355,41.0,Male,Tablet,Side,News,Evening,0,25-44
1871,User1871,41.0,Male,Desktop,Top,News,Night,0,25-44
3072,User3072,32.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
1515,User1515,44.0,Non-Binary,Desktop,Bottom,News,Morning,0,25-44
6437,User6437,37.0,Non-Binary,Mobile,Side,Entertainment,Night,0,25-44
7742,User7742,43.5,Male,Mobile,Top,Other,Evening,0,25-44
4824,User4824,61.0,Male,Mobile,Top,Social Media,Morning,0,60+
51,User51,64.0,Non-Binary,Tablet,Top,News,Night,0,60+
4229,User4229,23.0,Male,Mobile,Side,Education,Afternoon,0,18-24
449,User449,25.0,Female,Tablet,Side,Education,Morning,0,25-44
7080,User7080,31.0,Male,Desktop,Bottom,News,Evening,0,25-44
3250,User3250,61.0,Non-Binary,Desktop,Top,Education,Morning,0,60+
2463,User2463,45.0,Female,Mobile,Side,Social Media,Evening,0,45-59
676,User676,38.0,Female,Tablet,Bottom,News,Morning,0,25-44
732,User732,43.5,Male,Tablet,Bottom,Other,Evening,0,25-44
3364,User3364,43.5,Male,Tablet,Bottom,Other,Morning,0,25-44
1254,User1254,32.0,Male,Desktop,Bottom,News,Morning,0,25-44
5851,User5851,60.0,Female,Mobile,Bottom,Education,Afternoon,0,60+
5513,User5513,42.0,Female,Tablet,Side,Education,Evening,0,25-44
3386,User3386,62.0,Female,Mobile,Top,Other,Morning,0,60+
7336,User7336,42.0,Female,Desktop,Top,Education,Night,0,25-44
7970,User7970,43.5,Male,Mobile,Top,Other,Morning,0,25-44
6865,User6865,38.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,0,25-44
8484,User8484,53.0,Female,Desktop,Side,News,Afternoon,0,45-59
359,User359,41.0,Non-Binary,Desktop,Bottom,News,Evening,0,25-44
9442,User9442,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
1548,User1548,38.0,Non-Binary,Mobile,Top,News,Afternoon,0,25-44
6866,User6866,52.0,Female,Desktop,Top,Social Media,Evening,0,45-59
8251,User8251,49.0,Female,Tablet,Bottom,News,Evening,0,45-59
3633,User3633,20.0,Female,Mobile,Side,Other,Night,0,18-24
9223,User9223,43.0,Male,Tablet,Top,Social Media,Evening,0,25-44
8423,User8423,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
5516,User5516,43.0,Female,Mobile,Top,Social Media,Afternoon,0,25-44
5930,User5930,37.0,Female,Tablet,Top,Entertainment,Morning,0,25-44
1273,User1273,27.0,Male,Mobile,Bottom,Social Media,Morning,1,25-44
1002,User1002,28.0,Female,Mobile,Top,Other,Afternoon,0,25-44
6241,User6241,33.0,Non-Binary,Mobile,Top,Social Media,Morning,0,25-44
565,User565,53.0,Female,Mobile,Top,Other,Evening,0,45-59
5223,User5223,43.5,Female,Tablet,Bottom,Other,Night,0,25-44
699,User699,62.0,Male,Tablet,Bottom,Other,Afternoon,0,60+
2756,User2756,43.5,Female,Mobile,Top,Other,Evening,0,25-44
4753,User4753,41.0,Non-Binary,Tablet,Top,News,Night,0,25-44
4922,User4922,41.0,Non-Binary,Desktop,Side,News,Afternoon,0,25-44
5761,User5761,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
7892,User7892,37.0,Female,Mobile,Side,Entertainment,Evening,0,25-44
5409,User5409,41.0,Non-Binary,Desktop,Top,News,Evening,0,25-44
2242,User2242,37.0,Female,Desktop,Bottom,Entertainment,Morning,0,25-44
7298,User7298,43.0,Male,Tablet,Bottom,Social Media,Morning,0,25-44
6733,User6733,42.0,Non-Binary,Tablet,Side,News,Afternoon,0,25-44
218,User218,62.0,Female,Tablet,Top,News,Evening,0,60+
6990,User6990,21.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,0,18-24
7398,User7398,41.0,Male,Tablet,Side,News,Evening,0,25-44
6178,User6178,35.0,Female,Tablet,Side,Shopping,Evening,0,25-44
7031,User7031,51.0,Female,Desktop,Top,Shopping,Night,0,45-59
3086,User3086,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
8975,User8975,41.0,Female,Desktop,Side,News,Morning,0,25-44
6292,User6292,42.0,Non-Binary,Tablet,Bottom,Education,Night,0,25-44
6308,User6308,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
2988,User2988,37.0,Female,Mobile,Side,Entertainment,Morning,0,25-44
6561,User6561,58.0,Male,Mobile,Top,Social Media,Night,0,45-59
5900,User5900,43.5,Female,Mobile,Top,Other,Evening,0,25-44
225,User225,40.5,Female,Desktop,Bottom,Shopping,Afternoon,0,25-44
1955,User1955,62.0,Female,Desktop,Bottom,Entertainment,Evening,0,60+
8851,User8851,62.0,Male,Tablet,Bottom,News,Afternoon,0,60+
5854,User5854,31.0,Female,Mobile,Top,Social Media,Night,0,25-44
2414,User2414,38.0,Male,Desktop,Top,Entertainment,Morning,0,25-44
2671,User2671,41.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,25-44
187,User187,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
3535,User3535,41.0,Non-Binary,Desktop,Top,News,Evening,0,25-44
6794,User6794,51.0,Non-Binary,Tablet,Top,News,Night,0,45-59
6400,User6400,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
9515,User9515,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
1627,User1627,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
4897,User4897,30.0,Female,Mobile,Top,Other,Morning,0,25-44
5249,User5249,41.0,Female,Tablet,Side,News,Morning,0,25-44
6950,User6950,64.0,Female,Tablet,Bottom,News,Morning,0,60+
2202,User2202,43.0,Female,Tablet,Top,Education,Morning,0,25-44
4096,User4096,41.0,Male,Desktop,Bottom,News,Evening,0,25-44
7774,User7774,18.0,Non-Binary,Tablet,Top,News,Night,0,18-24
5026,User5026,18.0,Male,Mobile,Side,Social Media,Night,0,18-24
7277,User7277,21.0,Female,Tablet,Top,Social Media,Afternoon,0,18-24
1249,User1249,22.0,Female,Mobile,Side,Entertainment,Afternoon,0,18-24
1201,User1201,32.0,Female,Mobile,Side,Other,Evening,0,25-44
9361,User9361,37.0,Non-Binary,Tablet,Bottom,Entertainment,Evening,0,25-44
525,User525,41.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
5856,User5856,56.0,Male,Mobile,Side,Social Media,Morning,0,45-59
5747,User5747,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
8619,User8619,41.0,Non-Binary,Mobile,Bottom,News,Afternoon,0,25-44
1052,User1052,43.5,Female,Mobile,Top,Other,Night,0,25-44
122,User122,34.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
263,User263,41.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
843,User843,41.0,Male,Desktop,Bottom,News,Afternoon,0,25-44
5681,User5681,41.0,Male,Desktop,Bottom,News,Evening,0,25-44
1393,User1393,41.0,Non-Binary,Desktop,Top,News,Morning,0,25-44
1826,User1826,41.0,Non-Binary,Desktop,Bottom,News,Evening,0,25-44
2645,User2645,48.0,Female,Tablet,Bottom,Education,Morning,0,45-59
8242,User8242,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
9413,User9413,43.0,Male,Mobile,Top,Social Media,Morning,0,25-44
7111,User7111,44.0,Female,Desktop,Side,Entertainment,Night,0,25-44
1189,User1189,40.0,Male,Desktop,Side,News,Evening,0,25-44
3137,User3137,19.0,Female,Tablet,Bottom,News,Night,0,18-24
5420,User5420,39.0,Male,Mobile,Bottom,Education,Morning,1,25-44
2801,User2801,43.5,Male,Mobile,Side,Other,Afternoon,0,25-44
909,User909,43.5,Female,Mobile,Top,Other,Morning,0,25-44
9073,User9073,43.5,Male,Tablet,Bottom,Other,Afternoon,0,25-44
3141,User3141,45.0,Non-Binary,Mobile,Top,Social Media,Night,0,45-59
116,User116,59.0,Female,Mobile,Top,Education,Afternoon,0,45-59
1228,User1228,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
5268,User5268,50.0,Female,Mobile,Top,Shopping,Afternoon,0,45-59
7727,User7727,42.0,Male,Desktop,Bottom,Education,Night,0,25-44
2723,User2723,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
4690,User4690,43.0,Male,Desktop,Side,Social Media,Morning,0,25-44
1736,User1736,60.0,Female,Mobile,Top,Other,Afternoon,0,60+
7594,User7594,33.0,Female,Desktop,Top,Entertainment,Morning,0,25-44
7530,User7530,51.0,Female,Tablet,Top,Entertainment,Morning,0,45-59
3202,User3202,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
5293,User5293,26.0,Female,Tablet,Bottom,Other,Evening,0,25-44
4412,User4412,43.5,Male,Mobile,Side,Other,Evening,0,25-44
1262,User1262,43.0,Male,Mobile,Top,Social Media,Morning,0,25-44
7515,User7515,43.5,Non-Binary,Mobile,Top,Other,Morning,0,25-44
1940,User1940,36.0,Female,Mobile,Top,Other,Afternoon,0,25-44
5246,User5246,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
6889,User6889,40.5,Female,Mobile,Bottom,Shopping,Afternoon,0,25-44
9126,User9126,55.0,Male,Mobile,Side,Social Media,Evening,0,45-59
3031,User3031,43.5,Female,Mobile,Side,Other,Evening,0,25-44
5783,User5783,42.0,Male,Desktop,Bottom,Education,Evening,1,25-44
7620,User7620,62.0,Female,Mobile,Side,Education,Morning,0,60+
1484,User1484,31.0,Female,Desktop,Side,Entertainment,Afternoon,0,25-44
1925,User1925,43.5,Non-Binary,Mobile,Side,Other,Evening,0,25-44
8315,User8315,43.5,Male,Mobile,Top,Other,Afternoon,0,25-44
6496,User6496,18.0,Female,Tablet,Bottom,News,Morning,0,18-24
8236,User8236,59.0,Male,Mobile,Top,Social Media,Evening,0,45-59
4605,User4605,41.0,Female,Desktop,Side,News,Evening,0,25-44
7294,User7294,42.0,Female,Tablet,Side,Education,Morning,0,25-44
2214,User2214,22.0,Non-Binary,Mobile,Top,Social Media,Afternoon,0,18-24
6937,User6937,28.0,Male,Mobile,Top,Other,Afternoon,0,25-44
3278,User3278,43.5,Female,Mobile,Top,Other,Morning,0,25-44
6871,User6871,62.0,Male,Mobile,Top,Social Media,Night,0,60+
1251,User1251,58.0,Male,Mobile,Top,Social Media,Night,0,45-59
383,User383,42.0,Female,Desktop,Bottom,Education,Morning,0,25-44
8354,User8354,49.0,Male,Tablet,Bottom,News,Evening,0,45-59
7409,User7409,41.0,Non-Binary,Desktop,Bottom,News,Morning,0,25-44
1647,User1647,62.0,Male,Desktop,Bottom,Social Media,Night,0,60+
3520,User3520,31.0,Female,Mobile,Top,Other,Morning,0,25-44
1624,User1624,31.0,Male,Desktop,Top,News,Evening,0,25-44
4508,User4508,41.0,Male,Mobile,Top,Social Media,Morning,0,25-44
4638,User4638,24.0,Female,Tablet,Side,News,Evening,0,18-24
9680,User9680,43.0,Female,Mobile,Top,Social Media,Night,0,25-44
749,User749,41.0,Non-Binary,Mobile,Top,News,Night,1,25-44
6445,User6445,41.0,Non-Binary,Tablet,Side,News,Evening,0,25-44
1536,User1536,19.0,Male,Tablet,Bottom,News,Night,0,18-24
8379,User8379,22.0,Male,Mobile,Bottom,Social Media,Morning,0,18-24
6879,User6879,56.0,Male,Mobile,Bottom,Social Media,Afternoon,0,45-59
806,User806,37.0,Male,Desktop,Top,Social Media,Morning,0,25-44
8026,User8026,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
3464,User3464,42.0,Female,Tablet,Top,Education,Morning,0,25-44
8570,User8570,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
5535,User5535,32.0,Female,Desktop,Bottom,News,Night,0,25-44
1195,User1195,38.0,Male,Desktop,Side,News,Evening,0,25-44
8494,User8494,59.0,Female,Tablet,Bottom,News,Morning,0,45-59
2918,User2918,40.5,Female,Mobile,Top,Shopping,Night,0,25-44
9848,User9848,37.0,Male,Mobile,Top,Other,Night,0,25-44
2329,User2329,51.0,Female,Tablet,Bottom,Other,Evening,0,45-59
4898,User4898,64.0,Female,Desktop,Side,Education,Afternoon,0,60+
6275,User6275,43.5,Female,Tablet,Bottom,Other,Morning,0,25-44
5660,User5660,40.5,Male,Tablet,Top,Shopping,Evening,0,25-44
1352,User1352,41.0,Male,Tablet,Side,News,Morning,0,25-44
5202,User5202,32.0,Female,Tablet,Bottom,Other,Night,0,25-44
9683,User9683,56.0,Female,Desktop,Side,Shopping,Afternoon,0,45-59
1366,User1366,41.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,25-44
7525,User7525,42.0,Male,Desktop,Top,Education,Night,0,25-44
791,User791,19.0,Female,Desktop,Side,Shopping,Evening,0,18-24
6528,User6528,43.0,Male,Mobile,Side,Social Media,Morning,0,25-44
3588,User3588,38.0,Male,Mobile,Top,Social Media,Evening,0,25-44
5213,User5213,46.0,Female,Tablet,Side,Social Media,Afternoon,0,45-59
4109,User4109,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
2872,User2872,42.0,Male,Mobile,Top,Social Media,Night,0,25-44
3514,User3514,55.0,Female,Mobile,Side,Other,Morning,0,45-59
3721,User3721,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
7162,User7162,43.0,Male,Mobile,Bottom,Social Media,Morning,0,25-44
8734,User8734,25.0,Male,Mobile,Top,News,Evening,0,25-44
3369,User3369,43.5,Non-Binary,Mobile,Top,Other,Afternoon,0,25-44
711,User711,56.0,Female,Mobile,Top,Other,Evening,0,45-59
6383,User6383,37.0,Female,Tablet,Side,Entertainment,Night,0,25-44
9595,User9595,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
7959,User7959,60.0,Female,Mobile,Side,Shopping,Evening,0,60+
9091,User9091,29.0,Male,Mobile,Side,Social Media,Evening,0,25-44
5325,User5325,41.0,Male,Desktop,Top,News,Morning,0,25-44
5382,User5382,21.0,Non-Binary,Tablet,Top,News,Evening,0,18-24
3403,User3403,56.0,Male,Desktop,Top,News,Night,1,45-59
9341,User9341,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
9195,User9195,60.0,Female,Tablet,Side,News,Evening,0,60+
6750,User6750,47.0,Male,Tablet,Side,News,Evening,0,45-59
8878,User8878,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
1286,User1286,61.0,Female,Mobile,Top,Other,Evening,0,60+
4176,User4176,41.0,Male,Desktop,Bottom,News,Afternoon,0,25-44
6745,User6745,41.0,Female,Tablet,Bottom,News,Night,0,25-44
3616,User3616,35.0,Male,Mobile,Side,Social Media,Night,0,25-44
4120,User4120,40.5,Male,Tablet,Side,Shopping,Morning,0,25-44
7362,User7362,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
8101,User8101,59.0,Male,Desktop,Bottom,News,Afternoon,1,45-59
944,User944,43.0,Male,Mobile,Top,Social Media,Evening,0,25-44
702,User702,42.0,Female,Mobile,Side,Other,Afternoon,0,25-44
4709,User4709,41.0,Non-Binary,Mobile,Side,News,Night,0,25-44
4920,User4920,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
905,User905,40.0,Female,Tablet,Side,Shopping,Afternoon,0,25-44
8427,User8427,43.0,Male,Mobile,Bottom,Social Media,Evening,0,25-44
1036,User1036,43.0,Male,Tablet,Top,Social Media,Night,0,25-44
9060,User9060,37.0,Female,Mobile,Top,Entertainment,Afternoon,0,25-44
1409,User1409,37.0,Female,Desktop,Side,Entertainment,Afternoon,0,25-44
4500,User4500,34.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
8003,User8003,45.0,Male,Desktop,Side,News,Evening,0,45-59
289,User289,46.0,Female,Mobile,Side,Other,Evening,0,45-59
4170,User4170,26.0,Male,Mobile,Bottom,Entertainment,Morning,0,25-44
2025,User2025,43.0,Male,Mobile,Bottom,Social Media,Evening,0,25-44
4795,User4795,41.0,Male,Desktop,Side,News,Afternoon,0,25-44
200,User200,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
8675,User8675,41.0,Male,Desktop,Top,News,Night,0,25-44
8736,User8736,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
2167,User2167,64.0,Non-Binary,Mobile,Bottom,Social Media,Evening,0,60+
619,User619,43.5,Female,Mobile,Top,Other,Night,0,25-44
6621,User6621,41.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,25-44
5908,User5908,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
9362,User9362,57.0,Non-Binary,Tablet,Side,News,Morning,0,45-59
209,User209,53.0,Male,Mobile,Top,Social Media,Evening,0,45-59
9662,User9662,62.0,Male,Tablet,Bottom,News,Evening,0,60+
9202,User9202,37.0,Female,Desktop,Bottom,Shopping,Night,0,25-44
4736,User4736,43.0,Male,Mobile,Bottom,Social Media,Morning,0,25-44
2895,User2895,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
6104,User6104,39.0,Male,Tablet,Bottom,News,Morning,0,25-44
8630,User8630,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
5772,User5772,52.0,Male,Desktop,Bottom,News,Morning,0,45-59
9135,User9135,49.0,Female,Tablet,Side,News,Evening,0,45-59
6863,User6863,51.0,Female,Desktop,Side,Entertainment,Morning,1,45-59
1977,User1977,43.5,Male,Mobile,Top,Other,Evening,0,25-44
6791,User6791,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
8847,User8847,36.0,Male,Desktop,Bottom,News,Evening,0,25-44
1661,User1661,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
6119,User6119,41.0,Non-Binary,Tablet,Side,News,Morning,0,25-44
2210,User2210,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
3983,User3983,49.0,Male,Mobile,Top,Other,Evening,0,45-59
1235,User1235,40.5,Male,Mobile,Bottom,Shopping,Evening,0,25-44
8672,User8672,40.5,Female,Mobile,Side,Shopping,Morning,0,25-44
3186,User3186,24.0,Female,Desktop,Top,Shopping,Night,0,18-24
7836,User7836,32.0,Male,Tablet,Top,News,Evening,0,25-44
3362,User3362,41.0,Male,Tablet,Side,News,Evening,0,25-44
6199,User6199,38.0,Female,Mobile,Side,Other,Morning,0,25-44
1153,User1153,49.0,Female,Tablet,Side,Shopping,Evening,0,45-59
9160,User9160,27.0,Female,Tablet,Bottom,News,Night,0,25-44
907,User907,47.0,Male,Desktop,Side,News,Night,0,45-59
5957,User5957,43.0,Male,Mobile,Top,Social Media,Evening,0,25-44
1607,User1607,53.0,Non-Binary,Mobile,Top,Other,Night,0,45-59
1255,User1255,23.0,Male,Tablet,Side,Social Media,Morning,0,18-24
7787,User7787,40.5,Female,Desktop,Top,Shopping,Night,0,25-44
5741,User5741,27.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
2410,User2410,42.0,Female,Tablet,Side,Education,Evening,0,25-44
6440,User6440,41.0,Male,Tablet,Side,News,Afternoon,0,25-44
6249,User6249,41.0,Male,Desktop,Top,News,Night,0,25-44
1929,User1929,43.0,Non-Binary,Desktop,Side,Social Media,Afternoon,0,25-44
2323,User2323,29.0,Female,Tablet,Side,Education,Afternoon,0,25-44
1414,User1414,41.0,Non-Binary,Desktop,Top,News,Night,0,25-44
9251,User9251,33.0,Female,Mobile,Side,Shopping,Night,0,25-44
2113,User2113,40.5,Female,Tablet,Top,Shopping,Morning,0,25-44
2190,User2190,46.0,Female,Desktop,Top,News,Evening,0,45-59
5472,User5472,59.0,Female,Tablet,Bottom,Other,Morning,0,45-59
4721,User4721,61.0,Male,Desktop,Side,News,Morning,0,60+
4704,User4704,40.5,Female,Desktop,Bottom,Shopping,Night,0,25-44
9272,User9272,50.0,Female,Tablet,Side,Social Media,Morning,0,45-59
4362,User4362,64.0,Female,Desktop,Side,Shopping,Night,0,60+
8655,User8655,43.5,Female,Mobile,Top,Other,Evening,0,25-44
4562,User4562,45.0,Male,Tablet,Bottom,Social Media,Night,0,45-59
